,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
27,27,27,27,27,Bandra,19.0550693,72.84014352466652,Coalz,19.05646827674503,72.83915374587166,Café
28,28,28,28,28,Bandra,19.0550693,72.84014352466652,National Restaurant,19.05654567344344,72.83914131362512,Indian Restaurant
29,29,29,29,29,Bandra,19.0550693,72.84014352466652,Lucky Restaurant,19.05404467914935,72.8377121643924,Indian Restaurant
30,30,30,30,30,Bandra,19.0550693,72.84014352466652,Sahakari Bhandar,19.05658132949291,72.83930527682062,Convenience Store
31,31,31,31,31,Bandra,19.0550693,72.84014352466652,Bandra Railway Station,19.054999085061947,72.84023523330687,Train Station
32,32,32,32,32,Bandra,19.0550693,72.84014352466652,Lucky Biryani,19.0539349341464,72.83777545750013,Indian Restaurant
33,33,33,33,33,Bandra,19.0550693,72.84014352466652,Cafe Coffee Day,19.05644837698786,72.83715551001484,Café
34,34,34,34,34,Bandra,19.0550693,72.84014352466652,Hind bar & restaurant,19.055053887729525,72.84036351195374,Indian Restaurant
35,35,35,35,35,Bandra,19.0550693,72.84014352466652,Bandra Jumbo Xerox,19.055550054660106,72.8398500036931,Design Studio
36,36,36,36,36,Bandra,19.0550693,72.84014352466652,Bombay Blue,19.055185575322405,72.83989616178332,Italian Restaurant
37,37,37,37,37,Bandra,19.0550693,72.84014352466652,Ollwyn,19.05453314094269,72.84061161106236,Paper / Office Supplies Store
38,38,38,38,38,Bandra,19.0550693,72.84014352466652,soda lounge,19.054923181632386,72.84031735395216,Brewery
39,39,39,39,39,Bandra,19.0550693,72.84014352466652,Bandra Railway Station,19.054798622869512,72.84274063720221,Platform
40,40,40,40,40,Bandra,19.0550693,72.84014352466652,Froyo,19.054270750085717,72.83761709563021,Dessert Shop
41,41,41,41,41,Bandra,19.0550693,72.84014352466652,Traffic after Sea Link at Highway start,19.05110072569856,72.84056545310781,Pier
42,42,42,42,42,Bandra,19.0550693,72.84014352466652,Arma Court,19.0554453405065,72.84483502685288,Restaurant
43,43,43,43,43,Bandra,19.0550693,72.84014352466652,Amber,19.055482079125213,72.84485810542627,Indian Restaurant
44,44,44,44,44,Bhandup,19.1438684,72.9384327,Bageecha,19.144922047975644,72.93771361619498,Indian Restaurant
45,45,45,45,45,Bhandup,19.1438684,72.9384327,Bhandup Railway Station,19.14246225596295,72.93748926358815,Train Station
46,46,46,46,46,Bhandup,19.1438684,72.9384327,Bhandup Platform no 2,19.14211394541524,72.93740851966295,Train Station
47,47,47,47,47,Bhandup,19.1438684,72.9384327,Broadway Dreams,19.1463020939338,72.93692982297259,Theater
48,48,48,48,48,Bhandup,19.1438684,72.9384327,Hotel Pride,19.146659237174486,72.9370567065264,Hotel
49,49,49,49,49,Bhandup,19.1438684,72.9384327,VeroModa R-city,19.145351899846087,72.9349112118868,Women's Store
50,50,50,50,50,Bhandup,19.1438684,72.9384327,Mix Corn,19.144541289188965,72.93449595262759,Falafel Restaurant
51,51,51,51,51,Bhayandar,19.309905399999998,72.85325390000001,Bhayandar Railway Station,19.310353587882688,72.85240173339844,Train Station
52,52,52,52,52,Bhayandar,19.309905399999998,72.85325390000001,Monginis Cake Shop,19.310649689318854,72.85272777116089,Bakery
53,53,53,53,53,Bhayandar,19.309905399999998,72.85325390000001,Bhayandar khadi,19.311046692551066,72.85370280729906,Lake
54,54,54,54,54,Bhayandar,19.309905399999998,72.85325390000001,bhayandar platform 1,19.311534333228945,72.85236429514862,Platform
55,55,55,55,55,Bhayandar,19.309905399999998,72.85325390000001,Anmol Bakery,19.308156395014148,72.85491228103638,Bakery
56,56,56,56,56,Bhayandar,19.309905399999998,72.85325390000001,Amul Scooping Parlour,19.31306713095453,72.85345315933229,Ice Cream Shop
57,57,57,57,57,Bhayandar,19.309905399999998,72.85325390000001,Bike Parking Stand,19.306835117974554,72.85168349734401,Bike Rental / Bike Share
58,58,58,58,58,Bhayandar,19.309905399999998,72.85325390000001,Anna's Dosa Corner,19.31357371556735,72.85413551438944,Food Truck
59,59,59,59,59,Bhayandar,19.309905399999998,72.85325390000001,Pizza Parlour,19.313684759466266,72.85468697547913,Pizza Place
60,60,60,60,60,Bhivpuri Road,18.9705432,73.331417,Bhivpuri Road Railway Station,18.971323549810766,73.33142021379057,Train Station
61,61,61,61,61,Bhivpuri Road,18.9705432,73.331417,Bhivpuri Waterfall,18.967655949580106,73.32858752448837,Trail
62,62,62,62,62,Bhiwandi,19.3025562,73.0588072,Minatai Thakerey Auditorium,19.301871,73.05808499999998,Theater
63,63,63,63,63,Boisar,19.7984865,72.761452,Domino's Pizza,19.800552,72.75775,Pizza Place
64,64,64,64,64,Boisar,19.7984865,72.761452,Boisar Railway Station,19.798386546788407,72.76149564678019,Train Station
65,65,65,65,65,Boisar,19.7984865,72.761452,Chitralaya,19.79760234971021,72.76169765277403,Indie Movie Theater
66,66,66,66,66,Boisar,19.7984865,72.761452,Samsung SmartCafé (Unicell),19.79872,72.76064000000002,Mobile Phone Shop
67,67,67,67,67,Boisar,19.7984865,72.761452,Amul Scooping Parlour,19.79760234971021,72.76169765277403,Ice Cream Shop
68,68,68,68,68,Borivali,19.229067999999998,72.8573628,Mangesh Vada Pav,19.22729466843365,72.85555478822964,Food Truck
69,69,69,69,69,Borivali,19.229067999999998,72.8573628,Gelato Italiano,19.230104639149264,72.85351818537231,Ice Cream Shop
70,70,70,70,70,Borivali,19.229067999999998,72.8573628,Kuku's chinese,19.228629921228467,72.85475074384712,Chinese Restaurant
71,71,71,71,71,Borivali,19.229067999999998,72.8573628,Pooja Malai Gola,19.23075629296908,72.85346461201254,Ice Cream Shop
72,72,72,72,72,Borivali,19.229067999999998,72.8573628,ANUPAM STATIONERY SUPERSTORE PVT. LTD.,19.227652920667925,72.85552782515333,Department Store
73,73,73,73,73,Borivali,19.229067999999998,72.8573628,Raju's Kitchen,19.231506245649648,72.86030294884903,Chinese Restaurant
74,74,74,74,74,Borivali,19.229067999999998,72.8573628,Ajay Arvindbhai Khatri,19.233217726278955,72.8569674189956,Clothing Store
75,75,75,75,75,Borivali,19.229067999999998,72.8573628,JumboKing,19.230752735735624,72.85645069025304,Burger Joint
76,76,76,76,76,Borivali,19.229067999999998,72.8573628,Su Veg,19.226913102402648,72.85538170649852,Restaurant
77,77,77,77,77,Borivali,19.229067999999998,72.8573628,Pantaloons Borivali (west),19.23064054424809,72.85680674240714,Clothing Store
78,78,78,78,78,Borivali,19.229067999999998,72.8573628,Gora Gandhi Juice Corner and Veg World - Pure Veg,19.230754581943835,72.8565002449848,Snack Place
79,79,79,79,79,Borivali,19.229067999999998,72.8573628,Cafe Coffee Day,19.227449209930906,72.85547813775467,Café
80,80,80,80,80,Borivali,19.229067999999998,72.8573628,Neo Politan Pizza,19.225862,72.854899,Pizza Place
81,81,81,81,81,Borivali,19.229067999999998,72.8573628,Borivali Station,19.23026,72.857056,Platform
82,82,82,82,82,Byculla,18.976621899999998,72.8327936,Bhau Daji Lad Museum,18.979140331683414,72.83444944675503,History Museum
83,83,83,83,83,Byculla,18.976621899999998,72.8327936,Cafe Renault,18.974985690105623,72.83375841661548,Bar
84,84,84,84,84,Byculla,18.976621899999998,72.8327936,Gloria Restaurant,18.975484542395968,72.83388434849309,Asian Restaurant
85,85,85,85,85,Byculla,18.976621899999998,72.8327936,Persian Darbar,18.976055278875254,72.83364336344141,Indian Restaurant
86,86,86,86,86,Byculla,18.976621899999998,72.8327936,King of Iran,18.97543588093069,72.83330494522305,Indian Restaurant
87,87,87,87,87,Byculla,18.976621899999998,72.8327936,Byculla Bakery,18.977695491522642,72.83400516484106,Bakery
88,88,88,88,88,Byculla,18.976621899999998,72.8327936,Jijamata Udyan - Ranibaug,18.978605958691183,72.83498027603211,Zoo
89,89,89,89,89,Byculla,18.976621899999998,72.8327936,Byculla Market,18.97446326650877,72.83363012103672,Fish Market
90,90,90,90,90,Byculla,18.976621899999998,72.8327936,Nizam's Heritage,18.97576663496636,72.83412056281864,Indian Restaurant
91,91,91,91,91,Byculla,18.976621899999998,72.8327936,Byculla Pharmacy,18.975694318318727,72.83395323573333,Pharmacy
92,92,92,92,92,Byculla,18.976621899999998,72.8327936,Comfort Inn Heritage Hotel Mumbai,18.97581210921189,72.83410288482655,Hotel
93,93,93,93,93,Byculla,18.976621899999998,72.8327936,Victoria Gardens,18.975722793588396,72.83614001858267,Park
94,94,94,94,94,CBD Belapur,19.01898695,73.03909472408442,J9 Sports Lounge,19.01826057989948,73.04364712588087,Sports Bar
95,95,95,95,95,CBD Belapur,19.01898695,73.03909472408442,Udipi Shri Krishna,19.0156938017908,73.04096914057504,Indian Restaurant
96,96,96,96,96,CBD Belapur,19.01898695,73.03909472408442,Kotak Mahindra Bank - Branch/ATM,19.01456,73.0388,Bank
97,97,97,97,97,CBD Belapur,19.01898695,73.03909472408442,CBD Belapur Railway Station,19.018516616618122,73.0393661122472,Train Station
98,98,98,98,98,CBD Belapur,19.01898695,73.03909472408442,Vishwa Ganga,19.017524799642967,73.04013284619408,Indian Restaurant
99,99,99,99,99,CBD Belapur,19.01898695,73.03909472408442,Sai Sanjog Fast Food,19.01985025793773,73.03714084002222,Fast Food Restaurant
100,100,100,100,100,CBD Belapur,19.01898695,73.03909472408442,Dakshin Hotel,19.01638741454714,73.0400607026777,Diner
101,101,101,101,101,CBD Belapur,19.01898695,73.03909472408442,Chaai Centre,19.015624857913433,73.04113593791844,Tea Room
102,102,102,102,102,CBD Belapur,19.01898695,73.03909472408442,K Star Hotel,19.01493706642255,73.03917586959851,Hotel
103,103,103,103,103,CBD Belapur,19.01898695,73.03909472408442,Briyani Guru,19.016340037152887,73.0428250423689,Indian Restaurant
104,104,104,104,104,Charni Road,18.952456299999998,72.8174395,Bachelorr's Ice Creams,18.95411268761572,72.81539588202173,Ice Cream Shop
105,105,105,105,105,Charni Road,18.952456299999998,72.8174395,Patil juice center,18.9545309791176,72.81788540987006,Juice Bar
106,106,106,106,106,Charni Road,18.952456299999998,72.8174395,Mafatlal Hindu Bath & Boating Club,18.953616,72.815366,Harbor / Marina
107,107,107,107,107,Charni Road,18.952456299999998,72.8174395,Bachelors Juice House,18.950088213831524,72.81918525695802,Juice Bar
108,108,108,108,108,Charni Road,18.952456299999998,72.8174395,Palms - Catholic Gymkhana,18.94975999002401,72.82001852587976,Restaurant
109,109,109,109,109,Charni Road,18.952456299999998,72.8174395,Girgaum Chowpatty,18.95540503513192,72.81417699004072,Beach
110,110,110,110,110,Charni Road,18.952456299999998,72.8174395,Say Cheese,18.95423508702571,72.81819872937999,Fast Food Restaurant
111,111,111,111,111,Charni Road,18.952456299999998,72.8174395,Domino's Pizza,18.953,72.817,Pizza Place
112,112,112,112,112,Charni Road,18.952456299999998,72.8174395,Catholic Gymkhana,18.94968068708717,72.82033307360804,Gastropub
113,113,113,113,113,Charni Road,18.952456299999998,72.8174395,Gola's,18.949306841562212,72.81945304261366,Food Truck
114,114,114,114,114,Charni Road,18.952456299999998,72.8174395,Panchratna Jalebi House,18.95482496850821,72.81713096387607,Breakfast Spot
115,115,115,115,115,Charni Road,18.952456299999998,72.8174395,Charni Road Railway Station,18.952400452708822,72.81782582837181,Train Station
116,116,116,116,116,Charni Road,18.952456299999998,72.8174395,Royal Opera House,18.955518807919887,72.81426380148496,Opera House
117,117,117,117,117,Charni Road,18.952456299999998,72.8174395,Saffron Bay,18.954689528471008,72.81479641132391,Restaurant
118,118,118,118,118,Charni Road,18.952456299999998,72.8174395,Asian Street Kitchen,18.954779698769368,72.81445063372827,Asian Restaurant
119,119,119,119,119,Charni Road,18.952456299999998,72.8174395,Golden Star Thali,18.95289214100704,72.81754087807279,Indian Restaurant
120,120,120,120,120,Charni Road,18.952456299999998,72.8174395,Little Italy,18.95481411813593,72.81727938201153,Italian Restaurant
121,121,121,121,121,Charni Road,18.952456299999998,72.8174395,Tewari Bros. Mithaiwala,18.956510062309206,72.81575370543813,Indian Restaurant
122,122,122,122,122,Charni Road,18.952456299999998,72.8174395,Roxy Theatre,18.955020348480133,72.81648134886656,Indie Movie Theater
123,123,123,123,123,Charni Road,18.952456299999998,72.8174395,Shiv Krishna,18.956796255783264,72.81664868791985,Indian Restaurant
124,124,124,124,124,Charni Road,18.952456299999998,72.8174395,Thacker's,18.954042099856974,72.81487053191731,Indian Restaurant
125,125,125,125,125,Charni Road,18.952456299999998,72.8174395,Shalimar juice centre,18.954379298642664,72.81815908170373,Juice Bar
126,126,126,126,126,Charni Road,18.952456299999998,72.8174395,Subway,18.95680237611825,72.81660252543382,Sandwich Place
127,127,127,127,127,Charni Road,18.952456299999998,72.8174395,Cafe Coffee Day,18.955539110098513,72.81867813846951,Coffee Shop
128,128,128,128,128,Charni Road,18.952456299999998,72.8174395,Ice Cream Works,18.95462691245511,72.81469831528752,Ice Cream Shop
129,129,129,129,129,Charni Road,18.952456299999998,72.8174395,Cafe Coffee Day,18.95403097099501,72.81639479413897,Café
130,130,130,130,130,Charni Road,18.952456299999998,72.8174395,Baskin-Robbins,18.955298350575053,72.81381429512079,Ice Cream Shop
131,131,131,131,131,Charni Road,18.952456299999998,72.8174395,Revival Restaurant Banquet Bar,18.95464540730437,72.81471947325515,Multicuisine Indian Restaurant
132,132,132,132,132,Charni Road,18.952456299999998,72.8174395,Ne'thing For Chocolate,18.952414283720934,72.81791238259335,Bakery
133,133,133,133,133,Charni Road,18.952456299999998,72.8174395,Saifee Hospital Gym,18.952485,72.81841,Gym / Fitness Center
134,134,134,134,134,Charni Road,18.952456299999998,72.8174395,Mafatlal Gym,18.952364017288588,72.81602481473548,Gym
135,135,135,135,135,Charni Road,18.952456299999998,72.8174395,H2O And Salt Water Grill,18.950534696755238,72.81686782836914,Harbor / Marina
136,136,136,136,136,Charni Road,18.952456299999998,72.8174395,Foodhall,18.95071257354079,72.8190260441791,Grocery Store
137,137,137,137,137,Charni Road,18.952456299999998,72.8174395,Taraporewala Aquarium,18.94914264947021,72.81971486728122,Aquarium
138,138,138,138,138,Charni Road,18.952456299999998,72.8174395,M.D.,18.948669396736783,72.81983964866144,Smoke Shop
139,139,139,139,139,Chembur,19.0626319,72.9011399,The Royal Orchid,19.061738948824093,72.90159578992274,Asian Restaurant
140,140,140,140,140,Chembur,19.0626319,72.9011399,Sadguru Juice and Snacks,19.06219113254999,72.90053772253209,Indian Restaurant
141,141,141,141,141,Chembur,19.0626319,72.9011399,Astrix - The Lounge,19.061679893376148,72.89954010496885,Bar
142,142,142,142,142,Chembur,19.0626319,72.9011399,Saroj Veg Restaurant,19.062425493728718,72.89969264247486,Vegetarian / Vegan Restaurant
143,143,143,143,143,Chembur,19.0626319,72.9011399,Le Café,19.061790989789696,72.89947914536658,Café
144,144,144,144,144,Chembur,19.0626319,72.9011399,Ambedkar Udyan,19.059601956392484,72.90048838285611,Garden
145,145,145,145,145,Chembur,19.0626319,72.9011399,Wild Orchid,19.061734061011187,72.90172135698351,Lounge
146,146,146,146,146,Chembur,19.0626319,72.9011399,Geeta Bhavan,19.060667891068547,72.90048752827799,Indian Restaurant
147,147,147,147,147,Chembur,19.0626319,72.9011399,Sadguru Veg. Diet,19.06114495747239,72.89965197574098,Restaurant
148,148,148,148,148,Chembur,19.0626319,72.9011399,Sadguru,19.061563835270764,72.89954945666766,Vegetarian / Vegan Restaurant
149,149,149,149,149,Chembur,19.0626319,72.9011399,AF-10 Avenue Fitness,19.060658741167746,72.89898067511281,Gym / Fitness Center
150,150,150,150,150,Chembur,19.0626319,72.9011399,Vaishali Garden,19.061800170437266,72.90117695384774,Seafood Restaurant
151,151,151,151,151,Chembur,19.0626319,72.9011399,Fine Arts Society,19.060993427847396,72.89736193583757,Performing Arts Venue
152,152,152,152,152,Chembur,19.0626319,72.9011399,Grand Central,19.06137370020115,72.90057508413669,Indian Restaurant
153,153,153,153,153,Chembur,19.0626319,72.9011399,cafe coffee day,19.061513766081394,72.9004274694296,Café
154,154,154,154,154,Chembur,19.0626319,72.9011399,Blend n Brew,19.060660200323948,72.89995226175441,Bar
155,155,155,155,155,Chembur,19.0626319,72.9011399,Cafe Udipi,19.06151017752572,72.90067343031492,Indian Restaurant
156,156,156,156,156,Chembur,19.0626319,72.9011399,Grilled House Kabab Corner,19.05904156924296,72.90099599402937,Indian Restaurant
157,157,157,157,157,Chembur,19.0626319,72.9011399,Ratnagiri,19.06087711165279,72.90042559694551,Seafood Restaurant
158,158,158,158,158,Chembur,19.0626319,72.9011399,Trackside,19.06346724678681,72.89840423725684,Whisky Bar
159,159,159,159,159,Chembur,19.0626319,72.9011399,Dhanraj Restro & Bar,19.061772768843234,72.89801953139441,Restaurant
160,160,160,160,160,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
161,161,161,161,161,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Town House Cafe,18.93854995852304,72.83346355505407,Bar
162,162,162,162,162,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
163,163,163,163,163,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
164,164,164,164,164,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Cafe Excelsior,18.93770120763569,72.8335661466234,Café
165,165,165,165,165,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
166,166,166,166,166,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Dakshin Bar And Kitchen,18.936489452301352,72.83748977150547,Seafood Restaurant
167,167,167,167,167,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
168,168,168,168,168,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Café Universal,18.936020671277106,72.83745296372305,Irani Cafe
169,169,169,169,169,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Barista,18.938509712260338,72.83360746357721,Coffee Shop
170,170,170,170,170,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Subway,18.938249673818397,72.83302651333345,Sandwich Place
171,171,171,171,171,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
172,172,172,172,172,Chhatrapati Shivaji Maharaj Terminus,18.9398641,72.83541159999999,Press Club Mumbai,18.94072099666554,72.8324689240542,Bar
173,173,173,173,173,Chinchpokli,18.9871984,72.83267159999998,Spa la Vie by L'OCCITANE,18.98700622968523,72.82970655127514,Spa
174,174,174,174,174,Chinchpokli,18.9871984,72.83267159999998,McDonald's,18.986870135572094,72.83523992036619,Fast Food Restaurant
175,175,175,175,175,Chinchpokli,18.9871984,72.83267159999998,Coffee Bean & Tea Leaf,18.987934424137336,72.82903177199721,Coffee Shop
176,176,176,176,176,Chinchpokli,18.9871984,72.83267159999998,Jai hind cinema (Mukta A2),18.985985345962266,72.83559514345953,Multiplex
177,177,177,177,177,Chunabhatti,19.0517703,72.8690974,Chunabhatti Station,19.051860514289388,72.86919323997964,Train Station
178,178,178,178,178,Chunabhatti,19.0517703,72.8690974,Santacruz West Bus Depot,19.051502853455137,72.8661413858103,Bus Station
179,179,179,179,179,Chunabhatti,19.0517703,72.8690974,sion subway,19.049697,72.871811,Metro Station
180,180,180,180,180,Chunabhatti,19.0517703,72.8690974,K. J. Somaiya Ground,19.05002245558465,72.87310463380696,Event Space
181,181,181,181,181,Churchgate,18.9353577,72.82719940027535,Natural's Ice Cream Parlour,18.934891861368968,72.82422244548796,Ice Cream Shop
182,182,182,182,182,Churchgate,18.9353577,72.82719940027535,K Rustoms. Ice Cream,18.933478146064274,72.82499513278499,Ice Cream Shop
183,183,183,183,183,Churchgate,18.9353577,72.82719940027535,Salt Water Cafe,18.9335,72.8263,Italian Restaurant
184,184,184,184,184,Churchgate,18.9353577,72.82719940027535,Wankhede Stadium,18.938792382629718,72.82594448102758,Cricket Ground
185,185,185,185,185,Churchgate,18.9353577,72.82719940027535,Qi,18.932341935886978,72.82759090574511,Gym / Fitness Center
186,186,186,186,186,Churchgate,18.9353577,72.82719940027535,Queen's Necklace,18.933982645438288,72.82389609019086,Beach
187,187,187,187,187,Churchgate,18.9353577,72.82719940027535,Churchgate,18.93673671192836,72.82723120789566,Train Station
188,188,188,188,188,Churchgate,18.9353577,72.82719940027535,"InterContinental Marine Drive, Mumbai",18.93504852046327,72.82419143086764,Hotel
189,189,189,189,189,Churchgate,18.9353577,72.82719940027535,The Dome,18.935014052501746,72.82424299551396,Lounge
190,190,190,190,190,Churchgate,18.9353577,72.82719940027535,Kebab Korner,18.935090246815065,72.82402901317175,Indian Restaurant
191,191,191,191,191,Churchgate,18.9353577,72.82719940027535,Pizza By The Bay,18.933515653026745,72.823924806057,Pizza Place
192,192,192,192,192,Churchgate,18.9353577,72.82719940027535,Jai Hind College,18.93468895332932,72.8248222737397,College Academic Building
193,193,193,193,193,Churchgate,18.9353577,72.82719940027535,Gaylord Restaurant,18.93294845511732,72.82612681388855,Indian Restaurant
194,194,194,194,194,Churchgate,18.9353577,72.82719940027535,"Long & Short, The GastroBar",18.935054048809448,72.82401389773644,Gastropub
195,195,195,195,195,Churchgate,18.9353577,72.82719940027535,Baskin-Robbins,18.93362861785865,72.82394410597512,Ice Cream Shop
196,196,196,196,196,Churchgate,18.9353577,72.82719940027535,Mad Over Donuts,18.935131,72.82691,Donut Shop
197,197,197,197,197,Churchgate,18.9353577,72.82719940027535,Sachin Tendulkar Stand,18.93960060329081,72.82563289592339,Cricket Ground
198,198,198,198,198,Churchgate,18.9353577,72.82719940027535,Umame,18.931966467648085,72.8282430677147,Japanese Restaurant
199,199,199,199,199,Churchgate,18.9353577,72.82719940027535,Kamling,18.93352563689572,72.82571483129949,Chinese Restaurant
200,200,200,200,200,Churchgate,18.9353577,72.82719940027535,Mumbai Hockey Association Ground,18.937456242018648,72.82633684688966,Hockey Arena
201,201,201,201,201,Churchgate,18.9353577,72.82719940027535,The Gaylord Bakeshop,18.93320720556911,72.8262060583246,Bakery
202,202,202,202,202,Churchgate,18.9353577,72.82719940027535,Burger King,18.93403645599064,72.8270595875146,Fast Food Restaurant
203,203,203,203,203,Churchgate,18.9353577,72.82719940027535,The Cricket Club Of India (CCI),18.9319640579446,72.82463550567627,Cricket Ground
204,204,204,204,204,Churchgate,18.9353577,72.82719940027535,Eros Cinema,18.932604757300442,72.82780337384341,Movie Theater
205,205,205,205,205,Churchgate,18.9353577,72.82719940027535,Garware Club House,18.93772596386333,72.8251614946868,General Entertainment
206,206,206,206,206,Churchgate,18.9353577,72.82719940027535,Brabourne Stadium,18.93245732777415,72.82462889677306,Cricket Ground
207,207,207,207,207,Churchgate,18.9353577,72.82719940027535,Stadium Restaurant & Stores,18.93317339191467,72.82692894166023,Indian Restaurant
208,208,208,208,208,Churchgate,18.9353577,72.82719940027535,Balwas,18.93954817320921,72.82831136080152,Indian Restaurant
209,209,209,209,209,Churchgate,18.9353577,72.82719940027535,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
210,210,210,210,210,Churchgate,18.9353577,72.82719940027535,Wet Wicket Bar,18.931776667317962,72.82502603135525,Restaurant
211,211,211,211,211,Churchgate,18.9353577,72.82719940027535,Churchgate,18.932984931588926,72.82771589249155,Other Great Outdoors
212,212,212,212,212,Churchgate,18.9353577,72.82719940027535,Mockingbird Cafe,18.933294431448253,72.82621384423808,Bar
213,213,213,213,213,Churchgate,18.9353577,72.82719940027535,Bombay Gymkhana,18.937691299778443,72.83097627498172,Athletics & Sports
214,214,214,214,214,Churchgate,18.9353577,72.82719940027535,Markiv's,18.93281690825621,72.8276755021453,Coffee Shop
215,215,215,215,215,Churchgate,18.9353577,72.82719940027535,Tea Center,18.9377525083072,72.82750817063969,Café
216,216,216,216,216,Churchgate,18.9353577,72.82719940027535,Eros Theatre,18.932344035722767,72.82795246438535,Movie Theater
217,217,217,217,217,Churchgate,18.9353577,72.82719940027535,Cross Maidan,18.936337984505986,72.82972097396849,Field
218,218,218,218,218,Churchgate,18.9353577,72.82719940027535,Pronto,18.932040113074613,72.82818030301061,Fast Food Restaurant
219,219,219,219,219,Churchgate,18.9353577,72.82719940027535,Cafe Coffee Day,18.932695,72.82361,Coffee Shop
220,220,220,220,220,Churchgate,18.9353577,72.82719940027535,Subway,18.932548862489753,72.8276708860938,Sandwich Place
221,221,221,221,221,Churchgate,18.9353577,72.82719940027535,Shiv Sagar,18.93335145220021,72.82593386816961,Fast Food Restaurant
222,222,222,222,222,Churchgate,18.9353577,72.82719940027535,Cafe Coffee Day,18.9324465206089,72.82766946089747,Café
223,223,223,223,223,Churchgate,18.9353577,72.82719940027535,Astoria Hotel,18.932056781865295,72.82715005071401,Hotel
224,224,224,224,224,Churchgate,18.9353577,72.82719940027535,Churchgate Railway Station,18.934705656511547,72.82732929890342,Train Station
225,225,225,225,225,Churchgate,18.9353577,72.82719940027535,The Ambassador,18.933565982425684,72.82477797395582,Hotel
226,226,226,226,226,Churchgate,18.9353577,72.82719940027535,Papacream,18.93191293183172,72.82736703860836,Ice Cream Shop
227,227,227,227,227,Churchgate,18.9353577,72.82719940027535,Bachelorr's,18.933771957168442,72.82605411272897,Ice Cream Shop
228,228,228,228,228,Churchgate,18.9353577,72.82719940027535,Valhalla,18.93287669989976,72.82786014367358,Indian Restaurant
229,229,229,229,229,Churchgate,18.9353577,72.82719940027535,Swaad,18.93741369954705,72.82427114895238,Indian Restaurant
230,230,230,230,230,Churchgate,18.9353577,72.82719940027535,Goan Ground,18.93885262440445,72.82914686044616,Soccer Field
231,231,231,231,231,Cotton Green,18.9871866,72.8438965,Gills,18.9865331988137,72.84332914520665,Plaza
232,232,232,232,232,Cotton Green,18.9871866,72.8438965,Cotton Green Railway Station,18.986664490743028,72.84320221222806,Train Station
233,233,233,233,233,Cotton Green,18.9871866,72.8438965,D'Mello Bazaar,18.986904288431514,72.84353108389972,Department Store
234,234,234,234,234,Cotton Green,18.9871866,72.8438965,Monginis Cake Shop,18.985730251603496,72.8427233281217,Bakery
235,235,235,235,235,Currey Road,18.9949978,72.8328707,Ladu Samrat,18.99452632795536,72.83657359834993,Maharashtrian Restaurant
236,236,236,236,236,Currey Road,18.9949978,72.8328707,Starbucks,18.994788,72.831275,Coffee Shop
237,237,237,237,237,Currey Road,18.9949978,72.8328707,Lalbaug,18.991976392250358,72.83622079646518,Plaza
238,238,238,238,238,Currey Road,18.9949978,72.8328707,Aqaba,18.99851677013179,72.83032317135715,Mediterranean Restaurant
239,239,239,239,239,Currey Road,18.9949978,72.8328707,Status,18.997145939504875,72.8305459332602,Indian Restaurant
240,240,240,240,240,Dahanu Road,19.9915236,72.7434083,Dahanu Railway Station,19.990883484483188,72.74343564681729,Train Station
241,241,241,241,241,Dahanu Road,19.9915236,72.7434083,91 Degrees,19.992744,72.74200400000002,Fast Food Restaurant
242,242,242,242,242,Dahanu Road,19.9915236,72.7434083,Dahanu Road Station,19.990139454321536,72.74356263126177,Train Station
243,243,243,243,243,Dahanu Road,19.9915236,72.7434083,Chandrika hotel,19.99018669128418,72.74361419677734,Fast Food Restaurant
244,244,244,244,244,Dahisar,19.2494501,72.85962059999999,Dahisar Railway Station,19.25005677734062,72.85939693450928,Train Station
245,245,245,245,245,Dahisar,19.2494501,72.85962059999999,Hotel Ravindra,19.251242475441714,72.86362992713926,Indian Restaurant
